/usr/lib/jdk1.8.0_111/bin/java -Didea.launcher.port=7538 -Didea.launcher.bin.path=/home/centos/Downloads/idea-IC-163.10154.41/bin -Dfile.encoding=UTF-8 -classpath /usr/lib/jdk1.8.0_111/jre/lib/charsets.jar:/usr/lib/jdk1.8.0_111/jre/lib/deploy.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/cldrdata.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/dnsns.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/jaccess.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/jfxrt.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/localedata.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/nashorn.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunec.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunjce_provider.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunpkcs11.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/zipfs.jar:/usr/lib/jdk1.8.0_111/jre/lib/javaws.jar:/usr/lib/jdk1.8.0_111/jre/lib/jce.jar:/usr/lib/jdk1.8.0_111/jre/lib/jfr.jar:/usr/lib/jdk1.8.0_111/jre/lib/jfxswt.jar:/usr/lib/jdk1.8.0_111/jre/lib/jsse.jar:/usr/lib/jdk1.8.0_111/jre/lib/management-agent.jar:/usr/lib/jdk1.8.0_111/jre/lib/plugin.jar:/usr/lib/jdk1.8.0_111/jre/lib/resources.jar:/usr/lib/jdk1.8.0_111/jre/lib/rt.jar:/home/centos/IdeaProjects/Verk1/out/production/Verk1:/home/centos/.ivy2/cache/org.scala-lang/scala-library/jars/scala-library-2.12.1.jar:/home/centos/.ivy2/cache/org.scala-lang/scala-reflect/jars/scala-reflect-2.12.1.jar:/home/centos/Downloads/idea-IC-163.10154.41/lib/idea_rt.jar com.intellij.rt.execution.application.AppMain Main -s 1000 -e 100000 -n 3 -w 10000000 -i 500 -sm 3000
Parameters: S: 1000 , E: 100000 , N: 3 , W: 10000000 , I:500 , Sm: 3000
Resetting counter between each W random write operations
---------------------
---------------------
Testing writes by finger table
NetworkSize: 1001
20564: putCount 65969
20676: putCount 70773
20753: putCount 38317
20757: putCount 7698
20780: putCount 11785
20783: putCount 14758
20830: putCount 37840
20833: putCount 12468
20839: putCount 3493
20861: putCount 18489
20883: putCount 19259
20922: putCount 30065
20950: putCount 19156
20965: putCount 8947
21011: putCount 21803
21021: putCount 6583
21042: putCount 30967
21081: putCount 37191
21130: putCount 48536
21148: putCount 15812
21204: putCount 49240
21230: putCount 15460
21251: putCount 6986
21262: putCount 15043
21268: putCount 7356
21280: putCount 5863
21289: putCount 4037
21292: putCount 4289
21322: putCount 23043
21323: putCount 3241
21356: putCount 27426
21365: putCount 32988
21368: putCount 10951
21466: putCount 55145
21511: putCount 18930
21570: putCount 37339
21596: putCount 38351
21603: putCount 12095
21610: putCount 5512
21658: putCount 30429
21676: putCount 8304
21693: putCount 11989
21720: putCount 22919
21731: putCount 27387
21744: putCount 18058
21750: putCount 9281
21781: putCount 27778
21887: putCount 66029
21893: putCount 7896
21968: putCount 51488
21986: putCount 26089
22002: putCount 19232
22176: putCount 79694
22192: putCount 20938
22253: putCount 68982
22275: putCount 16665
22293: putCount 24314
22411: putCount 76166
22412: putCount 6066
22471: putCount 40855
22504: putCount 47123
22515: putCount 8536
22517: putCount 739
22523: putCount 5088
22567: putCount 55248
22664: putCount 49988
22694: putCount 30232
22701: putCount 14577
22708: putCount 4892
22728: putCount 18360
22758: putCount 33071
22879: putCount 76904
23012: putCount 87263
23031: putCount 23481
23062: putCount 18763
23085: putCount 13583
23105: putCount 21088
23149: putCount 43148
23166: putCount 5441
23168: putCount 1776
23185: putCount 30832
23246: putCount 42288
23286: putCount 34675
23304: putCount 25329
23323: putCount 22928
23336: putCount 20471
23396: putCount 20895
23469: putCount 43123
23473: putCount 2417
23494: putCount 5670
23507: putCount 19813
23623: putCount 72406
23696: putCount 47901
23714: putCount 22622
23745: putCount 8509
23747: putCount 2199
23757: putCount 16275
23785: putCount 36916
23912: putCount 71763
23942: putCount 29926
24060: putCount 64903
24158: putCount 89223
24161: putCount 19793
24358: putCount 91200
24360: putCount 6803
24413: putCount 30501
24456: putCount 26229
24479: putCount 27188
24513: putCount 25488
24540: putCount 25458
24566: putCount 24252
24583: putCount 11572
24584: putCount 4688
24600: putCount 6937
24654: putCount 62250
24694: putCount 24487
24703: putCount 14257
24712: putCount 29484
24794: putCount 38076
24890: putCount 69465
24998: putCount 58379
25054: putCount 24970
25073: putCount 22223
25080: putCount 5476
25108: putCount 15367
25158: putCount 23530
25180: putCount 21568
25184: putCount 19032
25224: putCount 30817
25227: putCount 5481
25247: putCount 8211
25271: putCount 22404
25308: putCount 28034
25353: putCount 22697
25389: putCount 24069
25404: putCount 8724
25407: putCount 13408
25472: putCount 37137
25520: putCount 26287
25522: putCount 6127
25583: putCount 38833
25600: putCount 27157
25629: putCount 18158
25632: putCount 3640
25666: putCount 29575
25671: putCount 18562
25685: putCount 19920
25715: putCount 14681
25728: putCount 29377
25779: putCount 59718
25818: putCount 39762
25869: putCount 29002
25952: putCount 38803
25961: putCount 20729
25995: putCount 37061
25998: putCount 6662
26039: putCount 20711
26072: putCount 27640
26103: putCount 37062
26153: putCount 37916
26171: putCount 9072
26214: putCount 51472
26270: putCount 27478
26271: putCount 4586
26306: putCount 43949
26366: putCount 34257
26405: putCount 54783
26458: putCount 38440
26475: putCount 26623
26478: putCount 11600
26510: putCount 31982
26519: putCount 14176
26588: putCount 40767
26617: putCount 36457
26620: putCount 7849
26679: putCount 57043
26764: putCount 42597
26794: putCount 47059
26817: putCount 12851
26820: putCount 1873
26827: putCount 14679
26866: putCount 33711
26949: putCount 33489
26955: putCount 28626
26961: putCount 11071
26969: putCount 11398
26980: putCount 15780
27036: putCount 30495
27060: putCount 22725
27078: putCount 18906
27129: putCount 40813
27134: putCount 9897
27228: putCount 81256
27237: putCount 13653
27257: putCount 23803
27355: putCount 59792
27359: putCount 16825
27368: putCount 24891
27436: putCount 40708
27466: putCount 11747
27514: putCount 26796
27535: putCount 24452
27549: putCount 17926
27561: putCount 4737
27562: putCount 3578
27598: putCount 27029
27698: putCount 75254
27713: putCount 6894
27730: putCount 15883
27754: putCount 14599
27787: putCount 30534
27808: putCount 31728
27909: putCount 44155
27925: putCount 26599
27989: putCount 57633
28011: putCount 28868
28018: putCount 8144
28046: putCount 29683
28052: putCount 18688
28105: putCount 36088
28160: putCount 30670
28187: putCount 13743
28210: putCount 11425
28235: putCount 20846
28253: putCount 23610
28272: putCount 35182
28313: putCount 17451
28342: putCount 33358
28360: putCount 12709
28372: putCount 15920
28405: putCount 16322
28411: putCount 3468
28414: putCount 14234
28420: putCount 16733
28463: putCount 51710
28527: putCount 38679
28535: putCount 19185
28670: putCount 102050
28690: putCount 17359
28734: putCount 26848
28739: putCount 7485
28742: putCount 1361
28754: putCount 12323
28777: putCount 17518
28780: putCount 1987
28790: putCount 10646
28838: putCount 32010
28846: putCount 16471
28908: putCount 28636
28914: putCount 6976
28940: putCount 24586
28977: putCount 28704
28985: putCount 18993
28999: putCount 33782
29003: putCount 5477
29015: putCount 8948
29062: putCount 25860
29090: putCount 11937
29107: putCount 18047
29181: putCount 42900
29201: putCount 30890
29204: putCount 3503
29217: putCount 20615
29308: putCount 53182
29313: putCount 6726
29354: putCount 36837
29359: putCount 7387
29393: putCount 23712
29405: putCount 16507
29428: putCount 25225
29457: putCount 25729
29497: putCount 28765
29586: putCount 57388
29618: putCount 18279
29627: putCount 14599
29631: putCount 11135
29639: putCount 2192
29654: putCount 28626
29733: putCount 43445
29754: putCount 14321
29812: putCount 41469
29829: putCount 13063
29865: putCount 25941
29899: putCount 20004
29932: putCount 38764
29945: putCount 9577
29953: putCount 14170
29988: putCount 36767
30001: putCount 19950
30010: putCount 9607
30044: putCount 12870
30079: putCount 38959
30146: putCount 45822
30156: putCount 22749
30248: putCount 65872
30324: putCount 62479
30437: putCount 53440
30480: putCount 36620
30504: putCount 34910
30623: putCount 59176
30652: putCount 29164
30795: putCount 91364
30796: putCount 3571
30815: putCount 14643
30847: putCount 25173
30885: putCount 20680
30891: putCount 20635
30929: putCount 41226
30960: putCount 22491
30976: putCount 9337
31001: putCount 12643
31014: putCount 10424
31016: putCount 2791
31034: putCount 8200
31056: putCount 22330
31078: putCount 29283
31215: putCount 77487
31252: putCount 33542
31265: putCount 19735
31341: putCount 61769
31376: putCount 37339
31452: putCount 35431
31454: putCount 9094
31514: putCount 40538
31522: putCount 6477
31526: putCount 5422
31561: putCount 20797
31648: putCount 41486
31669: putCount 18306
31670: putCount 10415
31673: putCount 2203
31693: putCount 6079
31721: putCount 18600
31732: putCount 18244
31757: putCount 19005
31815: putCount 36514
31827: putCount 22338
31831: putCount 24138
31836: putCount 12366
31840: putCount 12368
31946: putCount 46877
31965: putCount 24751
31989: putCount 26108
32030: putCount 21717
32031: putCount 11748
32048: putCount 34704
32075: putCount 23811
32114: putCount 31554
32138: putCount 15622
32214: putCount 46094
32217: putCount 10764
32223: putCount 7295
32272: putCount 42868
32307: putCount 32589
32331: putCount 10343
32352: putCount 25383
32356: putCount 11419
32367: putCount 14957
32370: putCount 5652
32401: putCount 16647
32413: putCount 22061
32444: putCount 15273
32447: putCount 2197
32466: putCount 13636
32517: putCount 37598
32518: putCount 600
32524: putCount 13568
32553: putCount 25238
32563: putCount 8436
32589: putCount 9994
32617: putCount 28478
32635: putCount 17317
32679: putCount 23894
32705: putCount 18610
32727: putCount 29865
32737: putCount 15975
32748: putCount 11648
32825: putCount 64830
32915: putCount 79556
32982: putCount 44535
33000: putCount 12135
33072: putCount 42347
33079: putCount 9096
33104: putCount 32578
33105: putCount 19710
33132: putCount 27647
33133: putCount 4783
33176: putCount 36196
33187: putCount 10036
33193: putCount 11832
33194: putCount 12311
33218: putCount 8852
33223: putCount 13977
33257: putCount 28896
33331: putCount 42803
33374: putCount 15084
33376: putCount 7427
33425: putCount 29529
33457: putCount 29058
33461: putCount 10043
33509: putCount 48716
33640: putCount 54177
33658: putCount 5709
33681: putCount 13710
33717: putCount 25726
33733: putCount 14660
33748: putCount 20752
33788: putCount 27010
33832: putCount 30224
33916: putCount 53064
33972: putCount 60523
34068: putCount 66369
34095: putCount 13821
34146: putCount 27677
34219: putCount 44780
34234: putCount 16675
34255: putCount 19387
34309: putCount 42566
34435: putCount 81992
34439: putCount 13407
34462: putCount 14204
34466: putCount 12196
34485: putCount 36755
34564: putCount 61056
34594: putCount 25527
34606: putCount 11285
34615: putCount 7376
34627: putCount 4002
34630: putCount 6310
34679: putCount 41193
34708: putCount 35847
34788: putCount 47896
34879: putCount 46355
34900: putCount 22573
34914: putCount 5665
34931: putCount 10580
34964: putCount 51282
34996: putCount 21132
35027: putCount 23343
35078: putCount 26568
35091: putCount 19042
35130: putCount 26328
35144: putCount 17019
35192: putCount 38491
35217: putCount 20772
35225: putCount 14178
35275: putCount 33721
35299: putCount 13909
35372: putCount 42630
35495: putCount 69822
35512: putCount 10172
35520: putCount 1639
35529: putCount 13770
35559: putCount 37103
35673: putCount 60770
35685: putCount 22894
35693: putCount 10910
35697: putCount 3837
35733: putCount 32631
35808: putCount 46087
35875: putCount 28227
35928: putCount 51017
35949: putCount 27181
35972: putCount 19129
35996: putCount 15293
36047: putCount 37146
36051: putCount 2924
36067: putCount 14585
36072: putCount 5454
36076: putCount 11226
36081: putCount 9111
36092: putCount 17936
36237: putCount 81921
36262: putCount 29017
36297: putCount 32116
36322: putCount 28174
36388: putCount 28229
36397: putCount 12785
36478: putCount 40312
36479: putCount 14419
36497: putCount 17191
36521: putCount 33110
36535: putCount 9815
36584: putCount 28142
36591: putCount 25694
36708: putCount 58371
36752: putCount 51737
36805: putCount 43231
36895: putCount 76009
37008: putCount 82469
37027: putCount 26215
37038: putCount 19627
37154: putCount 51751
37222: putCount 44861
37223: putCount 10735
37232: putCount 3490
37250: putCount 19742
37278: putCount 27776
37286: putCount 15647
37358: putCount 36145
37375: putCount 7925
37398: putCount 19407
37421: putCount 44924
37453: putCount 11094
37497: putCount 17246
37559: putCount 60139
37560: putCount 10684
37567: putCount 19740
37657: putCount 38801
37659: putCount 12171
37680: putCount 11466
37687: putCount 7924
37717: putCount 16483
37729: putCount 11067
37790: putCount 41394
37830: putCount 33904
37833: putCount 1183
37843: putCount 16291
37897: putCount 36902
37911: putCount 7075
37966: putCount 46047
37998: putCount 17429
38011: putCount 8997
38046: putCount 25464
38070: putCount 17784
38097: putCount 21722
38175: putCount 57374
38197: putCount 16457
38211: putCount 8411
38228: putCount 20004
38254: putCount 15267
38307: putCount 36364
38363: putCount 46027
38364: putCount 2362
38387: putCount 30881
38496: putCount 45703
38504: putCount 14342
38540: putCount 27865
38567: putCount 19365
38573: putCount 4657
38588: putCount 15363
38621: putCount 10522
38623: putCount 10350
38625: putCount 16524
38649: putCount 20078
38662: putCount 20608
38776: putCount 56157
38793: putCount 6011
38830: putCount 55114
38901: putCount 37827
38912: putCount 37166
38997: putCount 59733
38998: putCount 16131
39058: putCount 48132
39062: putCount 19815
39066: putCount 23410
39070: putCount 20409
39071: putCount 28576
39257: putCount 93640
39310: putCount 42099
39322: putCount 16717
39436: putCount 61862
39468: putCount 16343
39486: putCount 16798
39498: putCount 14284
39513: putCount 38059
39527: putCount 16267
39547: putCount 22122
39610: putCount 43417
39612: putCount 6770
39672: putCount 30677
39729: putCount 41140
39757: putCount 16088
39760: putCount 2254
39779: putCount 28122
39920: putCount 55102
39957: putCount 34587
40015: putCount 34991
40080: putCount 45106
40085: putCount 14402
40180: putCount 46839
40196: putCount 35141
40200: putCount 17509
40307: putCount 54021
40323: putCount 6971
40341: putCount 33638
40349: putCount 5019
40388: putCount 20861
40425: putCount 27120
40462: putCount 44773
40477: putCount 21932
40482: putCount 1845
40496: putCount 7365
40526: putCount 16256
40591: putCount 56474
40608: putCount 26095
40609: putCount 10804
40617: putCount 14905
40620: putCount 12419
40645: putCount 12848
40646: putCount 995
40656: putCount 7769
40707: putCount 17982
40713: putCount 19853
40742: putCount 17203
40772: putCount 8814
40793: putCount 9379
40855: putCount 60095
40859: putCount 11424
40864: putCount 6444
40875: putCount 19364
40927: putCount 29380
40957: putCount 35524
41019: putCount 43033
41029: putCount 15184
41051: putCount 35318
41059: putCount 21478
41161: putCount 67641
41195: putCount 28480
41218: putCount 20388
41227: putCount 16850
41275: putCount 34640
41435: putCount 97167
41500: putCount 39563
41504: putCount 1574
41509: putCount 8992
41527: putCount 18133
41528: putCount 11037
41539: putCount 7805
41571: putCount 23029
41585: putCount 4626
41615: putCount 35843
41646: putCount 17188
41747: putCount 75180
41779: putCount 29781
41784: putCount 22237
41865: putCount 40890
41951: putCount 63172
41981: putCount 25803
41991: putCount 23959
42024: putCount 35740
42056: putCount 20520
42074: putCount 12339
42115: putCount 28618
42152: putCount 44774
42157: putCount 16133
42175: putCount 21990
42282: putCount 61859
42332: putCount 22443
42380: putCount 32052
42384: putCount 9505
42393: putCount 16042
42406: putCount 6439
42421: putCount 10818
42466: putCount 36473
42482: putCount 7822
42486: putCount 5124
42493: putCount 11114
42525: putCount 15481
42527: putCount 1168
42537: putCount 19629
42541: putCount 17915
42569: putCount 24078
42642: putCount 45660
42643: putCount 1124
42655: putCount 10319
42664: putCount 8449
42684: putCount 11636
42702: putCount 10093
42707: putCount 3034
42715: putCount 1795
42726: putCount 20443
42755: putCount 27279
42773: putCount 33317
42836: putCount 30802
42869: putCount 31009
42903: putCount 37310
42918: putCount 12599
42936: putCount 22857
42955: putCount 5680
42980: putCount 24863
43012: putCount 31707
43015: putCount 7175
43081: putCount 49220
43107: putCount 37399
43258: putCount 79868
43268: putCount 9745
43328: putCount 48929
43351: putCount 37200
43441: putCount 42854
43488: putCount 25204
43494: putCount 8870
43525: putCount 27489
43554: putCount 27900
43588: putCount 24925
43637: putCount 41212
43687: putCount 27006
43707: putCount 23368
43737: putCount 25958
43741: putCount 12602
43783: putCount 41583
43869: putCount 56862
43885: putCount 18521
43923: putCount 14288
43945: putCount 18319
43954: putCount 7955
43967: putCount 5485
43979: putCount 3714
43984: putCount 4978
44014: putCount 33005
44048: putCount 27916
44062: putCount 14995
44065: putCount 13563
44098: putCount 26285
44112: putCount 11874
44115: putCount 6706
44180: putCount 38494
44219: putCount 40586
44275: putCount 28393
44281: putCount 14302
44289: putCount 21816
44297: putCount 18025
44321: putCount 16666
44338: putCount 22237
44396: putCount 47435
44432: putCount 26696
44460: putCount 27689
44491: putCount 27796
44509: putCount 4659
44514: putCount 12649
44526: putCount 20623
44535: putCount 17450
44536: putCount 6618
44597: putCount 31190
44604: putCount 12049
44614: putCount 20728
44686: putCount 41121
44692: putCount 15013
44718: putCount 34336
44748: putCount 23613
44813: putCount 50889
44823: putCount 9992
44872: putCount 15844
44888: putCount 8083
44892: putCount 12640
44915: putCount 32922
44928: putCount 4926
44949: putCount 30809
44989: putCount 27822
45009: putCount 18925
45115: putCount 69256
45131: putCount 22786
45135: putCount 11538
45147: putCount 12944
45156: putCount 21024
45214: putCount 33641
45220: putCount 15522
45333: putCount 51374
45352: putCount 10615
45370: putCount 12384
45372: putCount 29107
45411: putCount 23579
45426: putCount 26467
45432: putCount 8345
45469: putCount 14614
45488: putCount 10661
45504: putCount 20144
45537: putCount 30219
45609: putCount 37802
45631: putCount 28798
45663: putCount 13659
45713: putCount 26039
45785: putCount 53769
45797: putCount 4896
45805: putCount 4179
45840: putCount 15642
45856: putCount 25166
45898: putCount 21347
45902: putCount 7473
45975: putCount 42179
45991: putCount 11866
46010: putCount 10552
46047: putCount 42083
46084: putCount 13883
46103: putCount 15908
46109: putCount 4913
46153: putCount 29446
46160: putCount 18650
46161: putCount 1050
46166: putCount 10971
46172: putCount 8791
46246: putCount 34801
46270: putCount 18081
46355: putCount 56527
46429: putCount 46199
46481: putCount 40819
46541: putCount 42608
46588: putCount 27097
46609: putCount 9996
46658: putCount 27350
46664: putCount 14964
46671: putCount 19345
46679: putCount 10546
46767: putCount 57633
46836: putCount 40415
46878: putCount 37625
46887: putCount 5816
46893: putCount 4560
46917: putCount 29707
46989: putCount 30026
46997: putCount 15293
47096: putCount 69186
47101: putCount 6744
47123: putCount 14007
47130: putCount 10491
47199: putCount 61383
